employeeId,department,tenure_months,attendance_rate,late_count,absence_count,leave_days_taken,annual_leave_remaining,performance_score,dept_avg_performance,overtime_hours,half_day_count,prev_month_score,manager_change_count,warnings_issued,attrition_risk,attrition_label
EMP0687,Operations,48,83.9,4,2,0,20,76.74,78.46,3.0,0,77.02,0,0,10.07,0
EMP0688,Operations,5,87.13,3,2,2,18,89.62,74.58,6.5,3,96.85,1,0,12.26,0
EMP0689,Sales,20,100.0,1,0,12,8,89.56,63.24,8.5,0,81.43,0,2,8.98,0
EMP0690,HR,12,90.13,3,1,11,9,69.14,56.33,16.8,0,62.32,1,0,1.08,0
EMP0691,Engineering,51,89.74,0,0,8,12,71.1,72.71,2.2,0,74.2,2,0,5.24,0
EMP0692,HR,67,85.38,1,2,14,6,73.85,72.6,6.9,0,79.03,0,0,12.34,0
EMP0693,HR,70,57.61,10,6,12,8,56.29,74.16,0,2,57.1,0,0,17.95,0
EMP0694,Engineering,22,95.87,3,2,13,7,54.37,70.66,3.5,2,54.62,0,0,7.27,0
EMP0695,Support,35,71.58,6,3,12,8,84.74,78.12,11.9,0,90.41,0,0,8.92,0
EMP0696,Support,18,97.76,2,0,8,12,80.79,75.85,4.0,0,86.9,0,0,2.25,0
EMP0697,Sales,21,100.0,0,0,5,15,83.12,71.24,16.9,0,83.47,0,1,5.63,0
EMP0698,Support,85,92.72,3,1,9,11,81.85,81.8,9.2,0,88.81,0,1,4.8,0
EMP0699,Support,79,81.34,3,3,14,6,80.11,76.48,0.8,2,79.93,0,1,16.44,0
EMP0700,HR,55,82.55,3,2,7,13,61.33,68.17,8.5,0,59.18,0,1,12.9,0
EMP0701,Support,36,82.48,1,1,6,14,79.16,67.01,1.7,0,70.31,0,0,6.34,0
EMP0702,Operations,79,48.8,10,8,6,14,84.02,83.62,4.4,0,93.01,0,0,19.99,0
EMP0703,Engineering,78,85.5,5,1,4,16,95.85,74.58,6.0,0,95.59,1,0,5.99,0
EMP0704,Operations,61,87.99,0,1,7,13,60.84,72.14,0,2,66.88,0,1,12.77,0
EMP0705,Support,8,78.69,8,2,15,5,61.14,69.07,11.8,3,53.02,0,3,13.83,0
EMP0706,Engineering,86,69.22,9,4,6,14,81.5,74.56,1.5,0,75.2,0,0,13.5,0
EMP0707,Engineering,40,86.34,4,1,12,8,68.01,71.13,4.7,3,60.69,0,0,11.26,0
EMP0708,Engineering,28,79.37,3,5,1,19,66.49,89.97,0,0,74.96,0,0,7.79,0
EMP0709,Sales,41,68.46,9,4,10,10,84.76,71.73,5.0,0,84.15,1,0,16.86,0
EMP0710,Operations,5,100.0,0,0,12,8,88.92,67.64,0,0,88.67,2,0,9.66,0
EMP0711,Sales,27,87.3,4,2,8,12,69.1,81.79,10.1,0,65.87,0,0,10.24,0
EMP0712,Engineering,21,78.46,6,2,6,14,84.23,69.98,4.8,3,81.57,0,0,9.57,0
EMP0713,Operations,33,85.29,1,0,8,12,100.0,76.84,18.0,1,100.0,0,0,2.38,0
EMP0714,Operations,66,93.09,2,0,4,16,39.95,71.01,2.6,0,37.73,0,0,1.86,0
EMP0715,Finance,59,77.41,6,2,5,15,79.64,81.31,14.9,0,84.18,0,0,11.18,1
EMP0716,Operations,45,100.0,1,0,9,11,60.6,69.19,5.0,2,61.61,0,2,5.6,0
EMP0717,Finance,87,86.45,1,1,8,12,51.07,70.15,1.8,0,51.79,0,0,3.73,0
EMP0718,HR,10,84.01,3,2,10,10,62.28,70.22,0,0,64.44,1,0,13.85,0
EMP0719,Operations,51,78.62,2,2,8,12,71.47,84.37,0,2,68.91,0,0,7.83,0
EMP0720,Support,52,84.45,4,0,10,10,92.95,82.92,0.1,1,100.0,1,3,5.72,0
EMP0721,HR,69,89.46,0,1,8,12,94.8,74.53,11.2,0,91.79,0,0,0.0,0
EMP0722,HR,47,100.0,0,0,11,9,63.15,81.24,4.7,0,54.03,0,0,7.62,0
EMP0723,Support,5,76.18,5,4,12,8,79.5,58.11,4.5,0,81.88,0,2,19.64,0
EMP0724,Sales,73,83.37,4,2,9,11,93.74,80.79,0,1,92.5,2,1,9.59,1
EMP0725,Support,33,84.49,1,4,12,8,98.28,51.54,0,0,95.96,1,0,6.83,0
EMP0726,Operations,56,85.16,5,2,12,8,87.54,77.74,8.5,2,89.26,1,0,9.46,0
EMP0727,Support,41,95.02,1,0,5,15,56.72,68.13,0,0,50.48,0,0,6.99,0
EMP0728,Finance,45,91.03,1,2,4,16,65.63,68.74,7.9,0,64.89,0,0,3.48,0
EMP0729,Support,68,81.21,5,2,13,7,93.27,78.72,8.8,0,94.82,0,3,16.5,0
EMP0730,Operations,49,93.61,1,0,3,17,82.06,85.39,3.6,1,84.47,1,1,6.94,0
EMP0731,Operations,54,95.87,0,0,2,18,63.05,67.38,0,0,55.2,0,0,3.56,0
EMP0732,HR,21,94.66,0,0,12,8,66.12,83.19,15.6,0,71.91,3,0,11.8,0
EMP0733,Operations,79,55.67,7,5,4,16,85.69,75.0,11.8,0,83.91,0,1,15.44,0
EMP0734,Sales,66,100.0,0,0,11,9,80.13,91.65,0,0,77.49,2,0,7.05,0
EMP0735,Sales,57,100.0,0,1,7,13,88.59,66.21,15.8,1,93.85,2,0,7.65,0
EMP0736,Sales,61,90.97,1,0,9,11,72.49,76.92,0,0,69.51,0,1,5.25,0
EMP0737,Support,6,75.54,7,1,7,13,67.51,78.8,7.7,2,68.85,0,0,5.98,0
EMP0738,Operations,62,89.35,3,1,6,14,87.13,75.21,8.7,0,82.99,1,0,8.84,0
EMP0739,Operations,19,85.27,3,3,4,16,71.3,72.79,0,0,66.3,1,0,14.19,1
EMP0740,Sales,38,93.86,0,1,15,5,67.13,82.59,4.4,0,65.43,0,0,6.91,0
EMP0741,Support,20,75.92,5,2,7,13,92.1,81.31,0,0,88.21,1,0,9.39,0
EMP0742,Operations,36,72.96,5,4,9,11,55.83,74.19,3.3,0,55.89,1,1,9.94,0
EMP0743,Engineering,52,67.27,5,3,7,13,100.0,71.84,3.4,1,97.23,0,0,5.86,0
EMP0744,Support,32,90.59,4,2,18,2,72.88,74.44,0,3,77.7,0,0,8.05,0
EMP0745,Sales,62,73.48,7,4,4,16,67.83,77.48,5.7,1,64.87,0,0,15.92,0
EMP0746,Engineering,93,100.0,0,0,14,6,62.37,88.41,4.0,0,58.01,0,0,3.05,0
EMP0747,Finance,34,94.1,0,0,13,7,68.56,94.11,1.9,0,74.58,3,0,9.32,0
EMP0748,HR,87,78.8,8,1,9,11,65.37,77.44,0,1,64.45,0,0,13.25,0
EMP0749,Sales,27,81.73,4,3,13,7,80.11,71.4,1.8,5,68.67,1,1,10.41,0
EMP0750,Finance,61,100.0,0,0,10,10,70.16,72.26,8.7,0,59.0,0,2,3.72,0
EMP0751,Support,18,100.0,0,1,8,12,79.72,72.85,9.6,0,88.93,0,0,9.3,0
EMP0752,Sales,57,91.54,1,1,11,9,51.8,54.08,7.0,3,53.03,1,2,11.98,0
EMP0753,Sales,76,84.07,4,1,5,15,52.34,78.29,6.1,0,62.3,1,0,7.74,0
EMP0754,Finance,74,89.59,3,1,13,7,74.87,68.49,3.0,3,70.22,0,1,9.12,0
EMP0755,Finance,58,87.86,1,1,10,10,67.96,81.1,3.2,0,71.0,0,0,2.28,0
EMP0756,Engineering,68,100.0,1,0,11,9,100.0,79.97,0.2,0,99.58,0,0,1.27,0
EMP0757,Sales,15,66.94,7,5,6,14,90.98,88.34,3.6,1,87.13,0,0,9.72,0
EMP0758,Support,43,100.0,0,0,12,8,64.85,73.48,4.5,0,54.45,1,0,5.62,0
EMP0759,Finance,29,70.31,6,2,6,14,81.98,90.1,0,0,92.58,0,0,7.32,0
EMP0760,Sales,78,91.2,2,2,10,10,99.67,85.56,0.2,1,100.0,3,0,9.48,0
EMP0761,Engineering,18,100.0,0,2,14,6,100.0,78.33,0.7,2,100.0,0,1,7.02,0
EMP0762,Operations,65,100.0,0,1,12,8,85.8,64.47,0,0,90.57,3,1,10.2,0
EMP0763,Engineering,59,99.67,0,0,12,8,84.7,73.92,6.1,3,88.04,0,0,1.87,0
EMP0764,HR,3,97.17,0,0,5,15,80.72,71.15,2.8,2,84.23,1,0,9.92,0
EMP0765,Support,38,79.4,6,3,10,10,100.0,74.26,0,2,93.94,0,0,14.79,0
EMP0766,Support,48,95.92,0,0,14,6,59.61,90.85,6.6,1,70.57,0,0,7.11,0
EMP0767,Engineering,45,92.21,1,1,7,13,34.39,81.14,0,2,37.01,0,0,11.31,0
EMP0768,Operations,42,81.65,3,1,3,17,50.96,78.16,0.8,1,52.34,2,0,12.35,0
EMP0769,HR,37,92.29,1,1,10,10,67.26,86.73,2.5,0,62.75,2,1,8.83,0
EMP0770,Support,19,63.39,7,8,9,11,70.7,76.63,7.6,1,71.95,1,0,19.66,0
EMP0771,HR,45,97.23,3,1,7,13,89.37,74.31,10.4,0,89.06,0,0,0.0,0
EMP0772,Finance,63,89.83,0,3,12,8,74.91,76.68,0,2,70.24,0,3,11.78,0
EMP0773,Support,38,95.78,2,0,9,11,100.0,80.0,3.3,2,94.21,0,0,0.0,0
EMP0774,Operations,94,87.5,1,2,2,18,69.74,65.25,2.5,0,69.38,0,0,0.0,0
EMP0775,Sales,29,99.07,0,1,15,5,52.64,71.41,18.9,2,45.1,2,3,12.44,0
EMP0776,Operations,93,88.3,2,1,13,7,62.03,59.66,0,2,74.61,0,1,11.71,0
EMP0777,Operations,51,91.91,0,0,9,11,76.71,81.26,2.9,1,74.73,1,2,5.78,0
EMP0778,Support,36,88.12,2,2,10,10,89.75,63.44,5.6,0,94.82,1,0,9.45,0
EMP0779,Support,44,100.0,0,2,9,11,73.33,70.66,5.6,0,81.75,0,0,0.35,0
EMP0780,Support,78,100.0,0,0,15,5,52.24,72.51,4.8,3,52.56,1,1,11.53,0
EMP0781,Finance,54,83.45,3,2,8,12,70.29,70.14,1.8,0,63.56,3,1,12.61,0
EMP0782,Sales,49,68.99,5,4,6,14,94.82,72.72,1.9,4,100.0,0,0,15.14,0
EMP0783,HR,92,87.6,1,2,0,20,58.75,88.63,0,0,55.5,1,0,4.36,1
EMP0784,Finance,13,84.75,5,3,8,12,84.22,71.95,0,2,80.64,1,0,9.14,0
EMP0785,Operations,27,65.65,7,3,2,18,74.51,79.43,10.2,2,64.05,0,1,14.97,0
EMP0786,Finance,13,92.48,1,0,11,9,58.94,79.66,15.3,0,51.19,0,0,6.39,0
EMP0787,Engineering,15,91.82,3,0,7,13,68.87,79.86,11.5,1,76.23,1,2,10.19,0
EMP0788,Operations,92,81.98,5,3,10,10,86.85,85.22,0,0,78.75,0,0,3.74,0
EMP0789,Operations,86,90.77,2,1,14,6,79.53,61.4,8.0,1,91.54,2,1,13.22,0
EMP0790,Sales,71,95.84,1,1,12,8,59.2,81.47,0.6,0,63.83,0,1,13.63,0
EMP0791,Operations,41,83.35,4,2,4,16,84.19,77.97,0,3,75.94,3,0,14.19,0
EMP0792,Sales,30,84.44,1,1,3,17,89.6,72.64,3.1,0,88.97,0,2,4.83,0
EMP0793,Sales,84,98.37,0,0,6,14,71.87,72.98,0,3,69.86,1,0,2.09,0
EMP0794,HR,28,82.56,3,2,4,16,76.74,66.83,3.7,1,87.41,0,1,1.84,1
EMP0795,Finance,76,100.0,2,0,4,16,71.2,75.08,12.1,1,61.53,0,0,1.49,0
EMP0796,Engineering,13,100.0,0,1,6,14,55.93,79.73,8.2,2,61.01,1,1,9.49,0
EMP0797,HR,26,93.11,6,0,5,15,74.19,85.83,5.0,1,66.89,0,0,5.9,0
EMP0798,Engineering,42,85.87,3,3,5,15,96.17,79.2,11.7,1,84.59,0,1,10.03,0
EMP0799,Sales,23,100.0,0,0,6,14,89.37,77.21,4.3,0,98.29,2,1,4.19,0
EMP0800,Finance,88,94.14,3,2,5,15,35.63,91.52,0,2,23.12,0,0,7.26,0
EMP0801,Finance,32,82.1,5,3,5,15,63.13,90.61,0,2,66.32,1,1,6.94,0
EMP0802,Support,84,81.7,6,1,5,15,60.15,77.13,9.0,0,64.8,2,0,11.86,0
EMP0803,Engineering,63,100.0,1,0,5,15,98.0,76.62,0,0,97.5,2,0,2.81,0
EMP0804,Sales,23,75.55,4,3,7,13,71.05,77.56,3.6,2,74.71,1,0,6.22,0
EMP0805,Support,6,92.63,1,3,5,15,72.72,76.56,7.9,0,70.45,2,0,9.06,0
EMP0806,Engineering,31,73.66,3,3,10,10,66.24,82.05,1.0,2,68.99,0,0,14.74,0
EMP0807,Support,81,77.56,8,1,0,20,72.31,78.47,0,1,72.78,1,0,8.51,0
EMP0808,Engineering,90,88.68,2,1,6,14,80.2,75.76,1.8,0,82.52,1,2,8.15,0
EMP0809,Finance,69,82.64,7,2,14,6,50.98,76.01,6.4,1,58.64,0,0,11.85,0
EMP0810,Engineering,50,96.14,3,0,5,15,62.74,81.73,10.3,4,58.47,1,0,7.55,0
EMP0811,Sales,2,98.4,0,2,5,15,68.49,70.08,0,1,71.73,0,0,9.8,0
EMP0812,HR,4,91.14,1,1,12,8,66.7,77.66,3.5,0,65.54,0,0,6.19,0
EMP0813,Finance,5,91.49,2,1,11,9,50.3,75.47,1.0,1,46.08,0,0,14.4,0
EMP0814,Sales,83,74.23,7,1,13,7,75.26,74.99,20.8,0,82.21,2,0,10.64,0
EMP0815,Finance,82,84.33,0,1,9,11,86.27,68.86,6.1,2,94.6,2,1,9.43,0
EMP0816,Support,46,91.19,3,2,5,15,40.99,67.93,5.2,0,45.36,0,0,8.48,0
EMP0817,Support,85,90.43,1,0,9,11,77.55,72.2,9.6,0,71.93,0,2,6.99,0
EMP0818,HR,7,91.4,3,2,4,16,87.74,76.65,3.5,1,85.28,0,3,13.79,0
EMP0819,Support,52,68.8,6,5,10,10,74.62,75.73,0,0,84.44,0,0,11.52,0
EMP0820,Engineering,11,100.0,0,0,5,15,100.0,66.8,11.8,2,100.0,0,0,0.83,0
EMP0821,HR,61,84.06,4,1,14,6,89.49,77.08,6.6,2,99.93,0,0,7.1,0
EMP0822,Operations,15,84.52,3,0,10,10,83.03,71.45,6.5,3,87.45,1,2,10.23,0
EMP0823,Engineering,63,100.0,0,2,0,20,78.0,79.47,7.8,0,76.52,3,1,9.14,0
EMP0824,Finance,38,80.98,1,4,10,10,74.77,81.45,0.1,2,73.74,0,0,14.9,0
EMP0825,HR,41,91.26,1,1,11,9,59.85,87.89,6.5,1,61.86,0,0,4.1,0
EMP0826,Sales,2,87.77,2,0,13,7,71.24,69.18,0,0,72.35,1,1,15.75,0
EMP0827,Finance,93,87.43,4,1,9,11,54.13,81.04,0,3,56.9,0,0,3.52,0
EMP0828,Operations,48,100.0,0,0,9,11,93.96,74.38,0,1,98.35,0,2,4.06,0
EMP0829,Finance,86,92.82,2,0,5,15,73.86,91.5,12.0,3,71.39,0,0,4.1,0
EMP0830,Sales,25,80.13,5,4,7,13,78.51,67.84,0,1,83.06,0,0,11.84,0
EMP0831,Sales,74,100.0,0,0,6,14,78.75,79.76,3.8,0,83.63,0,0,0.0,0
EMP0832,Finance,95,88.08,3,3,4,16,72.37,83.65,6.6,1,75.86,1,0,8.65,0
EMP0833,HR,2,100.0,0,0,14,6,92.61,59.04,0,0,87.86,0,0,3.42,0
EMP0834,Finance,63,70.55,12,5,12,8,86.59,66.31,5.5,3,88.08,3,0,15.96,0
EMP0835,Operations,95,88.04,1,2,8,12,56.75,69.55,0,3,73.34,1,0,10.67,0
EMP0836,Engineering,3,82.7,4,2,8,12,64.72,84.7,1.9,1,67.92,1,0,15.74,0
EMP0837,Support,8,84.56,4,4,6,14,67.97,65.72,3.2,1,65.9,2,0,16.27,0
EMP0838,Sales,55,75.6,4,2,7,13,59.04,82.16,9.6,0,65.58,0,0,10.53,0
EMP0839,Finance,82,100.0,0,0,3,17,62.89,76.43,6.9,0,60.39,3,0,9.87,0
EMP0840,Operations,63,64.73,7,4,15,5,68.08,70.73,10.6,0,70.34,2,1,20.45,0
EMP0841,Operations,36,85.29,2,2,3,17,74.18,68.11,10.6,0,74.65,2,0,7.18,0
EMP0842,Operations,83,98.31,3,0,5,15,100.0,65.63,3.0,1,100.0,1,1,6.96,0
EMP0843,Finance,4,100.0,0,0,9,11,81.12,67.59,5.9,1,62.47,0,2,9.79,0
EMP0844,Sales,59,84.54,5,2,8,12,85.78,70.62,4.5,1,87.51,0,0,4.82,0
EMP0845,Sales,5,81.42,3,2,6,14,51.64,72.88,0,1,50.93,0,0,10.92,1
EMP0846,Finance,46,81.49,5,2,3,17,57.61,69.95,0,2,55.56,1,0,15.58,0
EMP0847,Finance,30,89.16,4,1,7,13,79.52,80.43,5.1,1,75.94,2,0,9.86,0
EMP0848,Support,51,100.0,0,0,8,12,68.23,85.34,6.0,1,61.06,0,0,6.62,0
EMP0849,Operations,51,91.45,3,2,4,16,70.5,70.29,3.8,1,78.0,0,0,11.5,0
EMP0850,Finance,58,100.0,0,0,4,16,66.58,88.96,6.8,0,68.72,0,0,0.0,0
EMP0851,Support,28,100.0,0,0,9,11,61.28,79.56,1.0,0,55.76,0,0,3.93,0
EMP0852,Support,50,85.51,1,0,12,8,88.07,63.31,0,0,84.8,0,0,0.0,0
EMP0853,Engineering,2,100.0,0,0,11,9,66.49,80.26,5.4,1,65.02,2,0,11.22,1
EMP0854,Engineering,16,84.99,4,4,4,16,76.96,86.55,0,0,73.1,2,0,10.99,0
EMP0855,Operations,59,98.8,0,0,6,14,69.33,74.46,0.6,3,62.77,0,0,4.64,0
EMP0856,Engineering,74,100.0,0,2,5,15,68.44,76.85,8.5,0,59.18,0,0,0.0,0
EMP0857,Engineering,73,94.56,0,2,6,14,77.15,82.28,5.7,0,88.73,0,0,4.14,0
EMP0858,Sales,70,99.92,1,0,10,10,61.18,71.18,8.1,1,65.08,0,0,0.21,0
EMP0859,Sales,33,96.09,0,0,11,9,74.65,76.21,5.5,0,62.71,0,0,3.98,0
EMP0860,Operations,74,100.0,2,0,13,7,86.71,82.2,8.6,1,89.78,0,2,6.99,0
EMP0861,Operations,88,85.29,2,3,12,8,79.13,65.76,9.4,0,71.89,1,0,12.0,0
EMP0862,Support,59,98.31,2,0,1,19,100.0,77.89,0,2,90.15,0,1,0.35,0
EMP0863,Support,13,95.45,0,1,8,12,80.99,73.74,2.0,0,91.84,2,0,7.49,0
EMP0864,Finance,50,80.78,5,0,1,19,61.6,65.53,0,0,55.55,0,0,7.38,0
EMP0865,Engineering,55,81.72,2,0,16,4,70.71,83.98,5.7,2,70.8,0,0,6.09,0
EMP0866,Engineering,59,80.07,5,1,5,15,66.15,72.5,0,0,72.98,1,0,8.99,1
EMP0867,Sales,57,94.88,1,0,13,7,79.49,74.02,0,2,72.44,0,0,6.98,1
EMP0868,Sales,43,71.62,8,4,7,13,63.47,64.96,10.4,0,63.98,0,0,12.31,0
EMP0869,Sales,64,89.73,4,0,0,20,80.16,73.83,0,0,82.11,0,0,3.65,0
EMP0870,Support,48,84.23,3,1,8,12,60.27,80.73,5.9,2,58.06,0,2,9.26,0
EMP0871,Engineering,4,96.19,2,0,4,16,87.53,74.76,6.2,1,87.4,0,0,3.26,0
EMP0872,Operations,96,87.46,2,3,10,10,89.74,74.08,3.6,1,95.52,2,1,9.64,0
EMP0873,HR,62,82.57,4,1,11,9,49.58,77.53,6.5,0,46.79,0,0,9.2,0
EMP0874,Operations,81,88.49,0,1,10,10,73.62,60.28,9.0,1,75.71,1,2,8.18,0
EMP0875,Operations,96,99.46,0,1,6,14,50.37,71.08,0.6,0,57.11,0,0,5.43,0
EMP0876,Support,19,88.49,2,1,11,9,49.85,66.73,13.6,0,35.57,1,0,5.42,0
EMP0877,Support,76,78.82,2,1,4,16,59.91,82.8,7.8,0,56.88,0,0,10.5,0
EMP0878,Finance,77,77.64,5,5,3,17,62.14,69.82,14.5,0,59.9,0,0,12.14,0
EMP0879,Operations,89,82.89,6,1,11,9,63.18,70.7,2.2,0,72.85,0,0,4.46,0
EMP0880,Operations,83,92.25,0,0,12,8,88.14,71.67,7.9,1,85.41,0,0,4.16,0
EMP0881,Finance,64,52.71,13,6,6,14,65.49,83.02,6.0,3,63.85,0,0,18.68,0
EMP0882,Finance,7,92.43,2,2,11,9,78.38,74.63,0,3,80.31,0,0,8.9,0
EMP0883,Finance,56,88.5,3,0,3,17,85.76,75.15,5.3,0,83.3,0,2,3.83,0
EMP0884,Engineering,21,100.0,1,0,7,13,67.74,78.19,0.5,0,67.98,0,0,4.21,0
EMP0885,Finance,56,73.75,5,3,9,11,78.68,72.98,0,0,80.14,0,0,7.35,0
EMP0886,Support,63,65.43,9,5,8,12,60.14,69.93,5.4,1,59.86,1,0,17.48,0
EMP0887,Operations,41,82.2,5,2,0,20,53.15,86.81,1.8,0,61.6,0,0,9.59,0
EMP0888,Finance,49,100.0,0,0,9,11,62.04,72.89,17.1,0,64.17,0,0,5.57,0
EMP0889,Operations,5,99.33,0,0,6,14,79.32,74.14,2.2,4,77.99,0,0,7.89,0
EMP0890,Operations,30,81.9,5,4,11,9,60.77,78.35,0,2,55.38,0,0,8.95,0
EMP0891,Engineering,26,84.16,3,2,4,16,77.58,76.84,0,0,70.32,0,0,8.86,0
EMP0892,Operations,35,85.55,3,1,7,13,76.92,77.38,6.7,2,78.33,0,0,2.24,0
EMP0893,Engineering,92,88.19,5,1,6,14,73.66,61.11,6.6,0,73.8,0,0,3.97,0
EMP0894,Sales,46,91.57,0,1,4,16,73.7,82.88,14.3,1,87.81,0,3,10.66,0
EMP0895,HR,49,79.74,6,2,10,10,88.9,72.09,1.4,2,89.54,1,0,5.55,0
EMP0896,Engineering,30,95.54,0,0,11,9,67.45,88.84,15.1,1,70.38,0,0,6.83,0
EMP0897,HR,84,91.36,1,0,15,5,70.18,90.4,2.6,2,69.63,0,0,7.35,0
EMP0898,Support,92,84.09,3,0,7,13,63.46,69.45,11.1,0,68.19,0,1,10.04,0
EMP0899,HR,56,88.28,2,2,1,19,69.22,93.23,1.2,0,68.32,0,1,10.99,0
EMP0900,Operations,12,80.84,3,2,9,11,81.46,70.43,5.9,1,81.7,0,0,1.99,0
EMP0901,Engineering,21,93.96,0,0,8,12,35.31,83.31,0.8,2,38.66,2,0,10.25,0
EMP0902,Finance,74,64.52,7,5,4,16,65.28,67.49,0,0,58.96,1,1,14.23,0
EMP0903,HR,62,84.05,7,1,18,2,78.54,62.93,0,0,78.43,0,1,17.55,0
EMP0904,HR,20,100.0,0,0,7,13,59.36,73.19,8.3,0,63.93,1,1,1.53,0
EMP0905,HR,56,95.7,2,3,9,11,81.56,81.75,0,2,84.54,0,1,6.82,0
EMP0906,Operations,44,93.77,2,0,9,11,95.72,84.96,4.4,0,100.0,3,1,7.77,0
EMP0907,Engineering,61,90.82,3,2,7,13,63.69,68.5,10.1,4,53.36,0,0,8.84,0
EMP0908,Sales,1,91.4,1,1,11,9,80.67,65.79,0,0,80.56,0,0,6.73,0
EMP0909,Support,90,74.01,6,4,11,9,64.02,79.71,9.8,0,67.41,0,0,15.73,0
EMP0910,Operations,40,83.86,3,0,9,11,78.74,78.2,1.6,1,79.22,1,0,6.83,0
EMP0911,Operations,92,75.76,6,5,5,15,63.3,70.92,12.9,2,54.75,0,0,10.33,1
EMP0912,Finance,50,93.46,3,0,4,16,70.86,79.78,8.0,2,65.73,0,2,6.26,0
EMP0913,Engineering,22,99.93,0,0,8,12,91.36,75.68,12.1,4,100.0,1,0,1.88,0
EMP0914,Support,44,91.6,0,2,8,12,81.43,76.74,9.2,0,75.11,0,0,1.07,0
EMP0915,Sales,79,94.76,3,0,6,14,92.25,68.23,23.7,0,90.45,0,0,3.5,1
EMP0916,HR,60,100.0,0,0,11,9,61.14,71.39,12.3,2,57.59,2,0,6.7,0
EMP0917,Engineering,29,100.0,0,0,10,10,98.36,72.83,14.9,0,95.59,0,2,3.26,0
EMP0918,Finance,77,80.71,3,1,5,15,50.96,86.2,0,0,47.58,0,0,11.41,0
EMP0919,Finance,83,88.38,4,3,13,7,72.99,73.38,8.5,1,69.36,1,0,13.45,0
EMP0920,Sales,89,83.69,3,4,7,13,74.69,75.91,14.4,1,74.3,2,0,4.14,0
EMP0921,Sales,60,74.28,6,2,3,17,70.19,81.47,13.7,0,72.26,0,2,11.8,0
EMP0922,Engineering,9,93.75,2,0,7,13,88.79,75.34,0,0,100.0,1,0,8.61,0
EMP0923,Operations,22,94.28,3,1,1,19,100.0,76.7,12.7,2,100.0,1,0,2.93,0
EMP0924,Engineering,5,87.01,3,0,17,3,92.53,61.85,9.8,3,89.03,0,1,9.11,0
EMP0925,Engineering,76,97.22,2,2,7,13,63.42,89.88,6.3,0,70.5,1,0,10.34,1
EMP0926,Finance,86,94.35,1,0,11,9,81.3,72.32,5.2,0,85.79,0,0,4.14,0
EMP0927,Finance,24,82.24,1,4,5,15,81.91,80.18,6.6,0,77.34,0,0,13.93,0
EMP0928,Finance,40,96.25,0,0,5,15,80.67,64.17,0,0,73.65,0,1,7.64,1
EMP0929,HR,12,82.8,3,3,8,12,91.7,82.13,8.2,0,89.18,0,0,8.12,0
EMP0930,Operations,11,84.13,4,4,4,16,94.34,62.3,5.8,2,100.0,1,0,14.24,0
EMP0931,Support,67,99.13,0,0,0,20,63.69,65.03,7.5,0,63.9,0,0,6.85,0
EMP0932,Sales,37,85.98,5,3,3,17,73.4,78.95,4.0,0,81.58,1,0,8.6,0
EMP0933,Support,32,90.31,2,3,7,13,71.5,78.77,7.1,2,62.46,1,0,7.77,1
EMP0934,Engineering,44,89.82,3,1,1,19,82.43,65.04,8.7,0,78.52,0,0,2.6,0
EMP0935,Support,85,88.63,4,1,9,11,89.62,90.54,8.7,2,89.75,0,0,6.61,0
EMP0936,Finance,23,86.21,3,2,3,17,62.92,69.61,0,0,60.05,0,0,6.08,0
EMP0937,Operations,3,91.34,0,0,15,5,54.99,78.88,7.7,0,52.24,0,1,12.3,0
EMP0938,HR,3,100.0,1,2,13,7,73.86,92.87,0.4,2,78.35,2,2,10.58,0
EMP0939,Engineering,20,98.33,0,0,3,17,73.31,76.33,6.7,0,73.18,0,1,9.09,0
EMP0940,Support,78,77.66,5,2,11,9,83.57,79.71,0,1,80.19,0,0,5.33,0
EMP0941,Engineering,73,94.91,0,1,5,15,34.39,85.86,8.0,2,44.82,0,1,8.71,0
EMP0942,Finance,2,98.72,0,1,7,13,96.79,90.1,11.5,0,88.69,0,0,3.47,0
EMP0943,Operations,6,78.44,5,4,13,7,69.73,50.11,5.2,1,56.15,0,0,7.48,0
EMP0944,Engineering,55,78.73,2,3,2,18,85.77,85.34,3.1,0,94.21,1,0,7.81,0
EMP0945,Operations,26,96.97,1,0,5,15,78.65,79.61,1.9,0,80.9,0,0,0.0,0
EMP0946,Operations,61,82.7,4,3,8,12,82.06,79.03,5.8,2,76.83,0,0,9.55,0
EMP0947,Support,72,99.0,0,1,4,16,92.05,70.76,9.8,1,90.16,1,0,0.0,0
EMP0948,HR,36,81.42,6,4,4,16,78.74,71.11,13.9,0,75.34,0,1,12.3,0
EMP0949,Support,90,64.85,8,4,6,14,60.97,76.07,2.2,2,53.32,1,0,20.72,0
EMP0950,Sales,10,88.81,4,0,12,8,73.24,78.29,6.8,0,78.62,0,1,11.95,0
EMP0951,Sales,19,84.73,3,2,3,17,73.05,78.29,8.1,1,67.78,1,1,9.29,0
EMP0952,Support,4,94.23,1,0,2,18,92.65,60.63,5.3,0,97.12,0,0,7.48,0
EMP0953,Engineering,93,94.6,2,0,9,11,91.31,75.1,0,3,86.88,0,0,5.64,0
EMP0954,Engineering,20,97.16,2,0,7,13,67.83,66.03,3.7,1,74.04,1,1,7.59,0
EMP0955,Engineering,47,86.43,2,2,11,9,84.35,77.83,0,2,88.67,0,0,7.65,0
EMP0956,Support,6,84.78,3,1,8,12,75.15,68.31,0,0,83.28,1,1,18.92,0
