employeeId,department,tenureMonths,month,year,attendanceRate,lateCount,absenceCount,leaveCount,averageWorkingHours,overtimeHours,halfDayCount,previousPerformanceScore,departmentAverage,performanceScore,attritionRisk
EMP-041,Marketing,51,8,2025,89.79,3,1,7,7.86,0.49,3,70.17,75.37,63.6,0
EMP-013,Finance,52,3,2023,80.96,5,0,6,7.35,2.76,0,57.37,72.68,65.06,0
EMP-004,Finance,67,3,2024,84.26,9,1,3,8.44,5.56,3,61.03,72.38,60.73,0
EMP-019,QA,44,4,2024,82.96,7,0,4,9.25,1.13,1,91.81,72.21,69.64,0
EMP-050,Sales,109,4,2025,96.75,3,0,5,8.46,8.83,1,60.05,65.25,73.37,0
EMP-013,Finance,99,2,2027,89.86,3,2,4,7.96,9.23,0,67.16,76.11,73.99,0
EMP-011,HR,55,9,2026,81.57,4,0,2,6.8,8.11,3,94.07,71.32,66.1,0
EMP-019,QA,35,7,2023,85.25,8,2,6,7.72,9.45,0,81.7,74.12,66.88,0
EMP-026,HR,80,4,2025,90.3,7,3,2,8.89,10.78,1,79.26,69.29,66.59,0
EMP-023,Marketing,101,7,2024,79.66,0,0,2,9.35,13.1,2,54.49,76.61,75.57,0
EMP-028,Engineering,93,10,2023,89.35,2,1,3,6.8,6.99,1,87.37,78.25,78.61,0
EMP-035,Finance,51,1,2027,95.17,1,0,1,6.74,14.92,1,65.68,74.09,73.0,0
EMP-015,Operations,83,8,2026,93.78,2,1,2,7.64,6.6,0,93.44,70.92,77.49,0
EMP-037,QA,126,10,2026,73.37,6,2,1,7.53,6.4,1,72.4,75.73,59.63,0
EMP-040,Finance,105,12,2024,95.49,2,0,5,9.46,13.22,0,85.79,72.52,89.39,0
EMP-023,Marketing,110,4,2025,89.08,3,0,3,7.19,10.99,3,52.87,68.13,60.55,0
EMP-025,Engineering,56,3,2026,94.12,1,1,2,9.28,11.61,0,62.12,78.34,76.98,0
EMP-033,Engineering,93,8,2025,75.58,3,2,8,8.14,1.08,1,69.9,74.16,58.26,0
EMP-029,Marketing,36,6,2025,91.72,0,1,8,8.08,2.52,3,91.93,69.54,78.06,0
EMP-030,QA,79,2,2025,94.49,2,1,1,7.39,6.79,2,59.43,79.45,70.94,0
EMP-040,Finance,89,8,2023,96.9,0,1,6,7.09,1.56,1,85.56,78.84,76.87,0
EMP-013,Finance,81,8,2025,83.3,1,1,6,9.07,13.12,0,59.79,72.36,68.0,0
EMP-039,Sales,57,1,2026,88.49,6,4,1,7.78,9.36,1,88.77,69.76,69.1,0
EMP-022,Sales,40,9,2024,72.4,5,6,1,6.68,13.59,2,79.25,72.98,48.32,0
EMP-030,QA,80,3,2025,92.62,3,1,6,8.2,0.1,0,62.86,78.26,66.32,0
EMP-031,Engineering,115,5,2026,88.77,3,2,1,8.7,11.44,2,96.88,81.36,80.28,0
EMP-046,Finance,43,5,2023,92.68,4,3,1,7.51,9.08,2,97.32,74.25,70.51,0
EMP-044,Operations,84,1,2023,95.09,0,2,1,7.39,0.32,2,69.92,73.42,65.53,0
EMP-049,HR,96,2,2027,74.73,5,2,2,8.58,3.01,1,80.28,69.94,62.45,0
EMP-001,Operations,41,5,2025,81.88,5,3,3,7.24,4.25,1,79.0,71.19,57.2,0
EMP-019,QA,52,12,2024,83.01,3,1,1,8.49,10.85,3,82.37,71.17,76.33,0
EMP-022,Sales,22,3,2023,73.69,9,5,5,8.22,13.49,1,78.7,72.12,54.81,0
EMP-022,Sales,44,1,2025,77.46,6,2,2,7.95,0.06,2,77.23,72.84,59.24,0
EMP-035,Finance,5,3,2023,95.59,3,1,2,9.13,0.9,1,64.17,79.21,68.33,0
EMP-032,Engineering,89,6,2026,74.97,5,2,8,7.58,9.48,0,76.9,75.41,63.46,0
EMP-030,QA,68,3,2024,96.16,3,1,3,8.7,0,1,56.93,78.59,66.06,0
EMP-045,Marketing,38,12,2025,96.44,0,1,1,9.13,0,1,64.36,74.65,74.91,0
EMP-032,Engineering,94,11,2026,74.4,10,5,0,7.85,13.57,0,88.26,73.38,55.21,0
EMP-044,Operations,85,2,2023,90.67,5,4,4,6.57,0,0,73.99,69.81,53.76,0
EMP-048,Sales,105,11,2025,91.28,2,0,2,9.42,10.64,1,74.62,66.44,80.61,0
EMP-024,Engineering,59,9,2026,83.69,1,3,4,7.41,2.95,2,67.47,81.04,62.73,0
EMP-047,HR,61,3,2026,75.29,8,6,4,8.91,1.75,1,75.28,72.55,47.31,0
EMP-021,HR,59,10,2024,89.51,2,2,1,8.48,3.8,1,99.19,76.58,75.4,0
EMP-048,Sales,119,1,2027,81.53,3,1,3,8.01,0.06,0,80.99,68.33,73.05,0
EMP-016,Engineering,77,8,2024,86.77,1,0,7,6.95,13.93,0,76.5,76.42,73.88,0
EMP-005,Finance,66,3,2024,97.55,2,1,6,7.49,2.51,0,75.28,79.06,71.06,0
EMP-045,Marketing,3,1,2023,96.08,1,0,2,6.97,0,1,60.42,70.79,71.19,0
EMP-036,HR,66,6,2024,83.78,2,1,6,8.96,0,3,67.62,72.99,62.91,0
EMP-027,Marketing,53,5,2023,70.58,7,5,3,7.53,12.76,0,67.27,69.36,49.61,0
EMP-048,Sales,73,3,2023,83.38,3,1,2,9.31,8.4,2,78.0,65.98,70.39,0
EMP-001,Operations,38,2,2025,93.08,3,3,0,6.65,3.79,0,88.27,67.04,67.02,0
EMP-024,Engineering,37,11,2024,92.45,1,3,0,6.61,2.95,0,65.58,79.5,68.49,0
EMP-026,HR,92,4,2026,94.78,6,0,5,9.44,12.55,0,84.03,71.31,82.35,0
EMP-006,Marketing,38,11,2025,93.24,2,0,4,8.3,8.38,0,96.39,67.94,87.04,0
EMP-028,Engineering,123,4,2026,76.44,3,2,3,8.33,4.56,3,97.78,73.74,67.7,0
EMP-044,Operations,124,5,2026,90.73,4,4,0,7.67,14.21,1,72.64,69.24,65.14,0
EMP-014,Sales,49,5,2026,87.73,1,1,0,8.51,4.91,3,85.89,64.98,79.68,0
EMP-020,Finance,18,2,2024,97.77,1,0,4,8.44,11.8,1,80.09,78.68,82.17,0
EMP-025,Engineering,26,9,2023,97.83,0,0,0,6.97,9.1,2,69.15,76.86,79.47,0
EMP-017,Engineering,87,6,2024,81.21,7,3,3,7.63,3.47,1,100.28,75.16,58.53,0
EMP-041,Marketing,33,2,2024,88.19,3,0,1,7.04,2.86,2,72.32,69.14,68.38,0
EMP-048,Sales,112,6,2026,87.73,0,1,6,7.14,11.45,1,69.76,63.28,72.43,0
EMP-009,Marketing,55,3,2024,75.34,8,1,6,7.57,4.24,1,85.06,67.34,54.17,0
EMP-047,HR,59,1,2026,77.38,10,5,2,7.17,0.62,1,78.89,76.08,43.67,0
EMP-045,Marketing,18,4,2024,95.86,4,0,6,9.1,5.01,0,59.66,67.39,72.97,0
EMP-029,Marketing,11,5,2023,75.49,2,3,0,8.84,5.88,2,91.17,75.81,72.14,0
EMP-005,Finance,76,1,2025,97.43,1,1,4,6.94,12.73,1,71.85,77.95,70.39,0
EMP-042,Sales,124,5,2026,66.55,4,3,4,9.04,6.79,1,83.73,67.24,59.91,0
EMP-004,Finance,82,6,2025,87.32,4,1,3,9.02,2.5,0,67.07,79.78,72.4,0
EMP-010,HR,40,6,2024,97.67,2,0,6,9.23,2.73,3,63.57,73.34,67.89,0
EMP-012,Finance,108,8,2025,77.68,10,6,7,8.44,12.55,1,88.61,77.77,52.54,0
EMP-011,HR,12,2,2023,80.82,1,2,3,7.74,6.45,2,95.33,75.64,75.76,0
EMP-050,Sales,100,7,2024,92.31,1,0,7,9.4,12.46,3,60.6,70.03,76.15,0
EMP-044,Operations,115,8,2025,86.31,7,1,3,8.57,13.83,1,73.16,68.92,62.4,0
EMP-041,Marketing,60,5,2026,88.03,1,2,1,8.9,1.0,0,71.07,76.22,75.05,0
EMP-019,QA,29,1,2023,70.04,3,1,2,8.58,4.17,0,83.99,79.27,74.54,0
EMP-020,Finance,40,12,2025,92.61,2,1,5,6.82,7.72,1,88.64,73.47,75.73,0
EMP-011,HR,25,3,2024,93.02,5,1,6,6.86,12.55,0,82.56,78.99,66.09,0
EMP-049,HR,66,8,2024,77.39,3,1,2,9.2,2.4,2,77.76,73.8,72.83,0
EMP-011,HR,30,8,2024,81.32,2,1,4,8.76,14.24,1,81.91,74.89,72.25,0
EMP-038,Finance,64,12,2023,91.96,0,2,1,8.79,3.67,2,90.44,73.9,81.29,0
EMP-013,Finance,70,9,2024,91.93,0,2,3,7.37,12.85,2,67.58,75.88,70.15,0
EMP-047,HR,56,10,2025,71.45,9,2,0,8.06,8.65,2,83.69,77.24,59.21,0
EMP-041,Marketing,38,7,2024,90.71,1,1,7,8.99,10.16,2,63.87,73.47,76.89,0
EMP-007,Engineering,94,6,2025,66.0,9,5,6,9.34,4.12,2,81.37,79.02,52.97,0
EMP-036,HR,62,2,2024,88.07,1,0,4,9.36,3.63,1,59.51,69.64,77.17,0
EMP-007,Engineering,85,9,2024,78.4,8,5,4,7.15,9.93,3,79.04,73.83,54.37,0
EMP-031,Engineering,90,4,2024,83.51,5,2,3,6.55,12.4,1,94.16,75.49,62.9,0
EMP-040,Finance,112,7,2025,93.44,2,1,7,6.51,7.27,0,76.66,76.62,72.95,0
EMP-021,HR,79,6,2026,87.82,4,2,5,7.48,14.48,1,89.49,73.58,69.3,0
EMP-037,QA,104,12,2024,67.42,7,4,5,6.78,14.81,1,75.2,72.28,47.61,0
EMP-011,HR,24,2,2024,92.06,4,0,2,8.36,5.65,3,89.24,76.17,71.25,0
EMP-010,HR,60,2,2026,98.63,1,0,3,6.66,9.14,2,58.01,71.51,70.12,0
EMP-033,Engineering,71,10,2023,83.0,3,0,4,8.88,4.18,2,66.25,82.22,67.26,0
EMP-014,Sales,29,9,2024,75.89,0,4,0,8.5,5.46,3,77.71,70.36,61.56,0
EMP-044,Operations,106,11,2024,79.76,1,4,4,7.04,11.58,3,69.1,66.71,54.88,0
EMP-017,Engineering,79,10,2023,81.74,6,2,1,7.79,0.09,3,94.2,73.68,65.75,0
EMP-001,Operations,40,4,2025,82.24,8,0,3,9.43,1.47,0,79.26,65.64,68.35,0
EMP-010,HR,71,1,2027,97.64,0,1,5,6.77,13.16,1,60.18,70.43,71.7,0
EMP-029,Marketing,12,6,2023,96.01,1,3,8,8.49,10.94,3,94.52,74.84,75.66,0
EMP-021,HR,55,6,2024,81.34,5,3,6,7.03,7.08,1,88.07,70.61,64.76,0
EMP-050,Sales,120,3,2026,96.35,2,0,5,8.17,0,0,69.74,65.23,77.07,0
EMP-049,HR,54,8,2023,91.54,5,1,2,8.24,5.23,0,77.45,74.22,74.04,0
EMP-007,Engineering,77,1,2024,70.32,4,5,4,7.97,7.44,0,80.99,82.9,62.89,0
EMP-005,Finance,60,9,2023,97.42,0,1,0,9.17,1.98,3,80.62,79.36,83.32,0
EMP-031,Engineering,105,7,2025,83.35,4,0,8,6.66,0.91,0,86.65,80.96,64.41,0
EMP-037,QA,130,2,2027,73.21,10,5,4,6.74,0.87,0,76.79,78.24,41.44,0
EMP-008,Marketing,15,6,2023,80.76,2,1,4,9.36,11.06,3,51.73,76.38,71.44,0
EMP-035,Finance,32,6,2025,98.01,2,0,5,9.29,3.66,2,69.88,72.51,77.88,0
EMP-016,Engineering,62,5,2023,92.66,4,1,0,8.26,1.17,2,65.59,80.19,71.61,0
EMP-012,Finance,93,5,2024,74.83,7,4,1,7.63,10.72,1,77.05,76.21,59.37,0
EMP-037,QA,128,12,2026,67.0,10,4,1,8.48,0.8,1,85.52,79.59,53.34,0
EMP-011,HR,19,9,2023,88.26,3,1,1,8.65,13.3,3,83.49,71.16,70.59,0
EMP-043,Operations,62,6,2024,79.31,3,2,5,7.7,10.96,1,58.76,67.47,61.63,0
EMP-013,Finance,79,6,2025,76.2,0,2,8,9.12,1.85,0,59.24,78.96,67.02,0
EMP-022,Sales,53,10,2025,84.19,7,2,2,8.09,4.62,2,80.82,71.87,65.47,0
EMP-033,Engineering,78,5,2024,87.65,1,2,1,7.33,6.39,3,66.23,74.77,64.42,0
EMP-017,Engineering,114,9,2026,75.62,4,3,3,7.74,5.46,3,95.41,79.26,60.49,0
EMP-038,Finance,66,2,2024,89.73,1,2,4,6.67,10.83,2,89.95,80.77,78.29,0
EMP-022,Sales,59,4,2026,73.36,9,4,3,9.1,10.18,0,77.96,65.67,58.04,0
EMP-050,Sales,84,3,2023,96.27,1,0,5,8.02,11.25,0,57.64,65.24,78.76,0
EMP-005,Finance,96,9,2026,98.98,1,0,3,7.4,2.23,3,86.82,73.71,80.28,0
EMP-029,Marketing,24,6,2024,78.23,6,4,4,7.75,3.1,3,96.94,75.5,59.97,0
EMP-036,HR,72,12,2024,89.35,3,1,5,9.48,5.15,2,59.85,69.86,63.23,0
EMP-005,Finance,70,7,2024,93.78,2,1,5,8.9,1.78,2,79.73,75.65,78.09,0
EMP-001,Operations,57,9,2026,92.66,4,3,4,8.52,6.89,1,82.9,73.67,67.25,0
EMP-022,Sales,35,4,2024,82.4,9,2,6,8.47,13.36,0,82.36,70.51,66.99,0
EMP-017,Engineering,92,11,2024,81.4,10,6,0,8.93,1.25,2,94.67,73.01,58.42,0
EMP-019,QA,31,3,2023,92.99,3,2,2,6.95,7.88,3,86.54,71.11,66.59,0
EMP-022,Sales,20,1,2023,72.57,8,5,1,8.98,8.89,2,73.02,68.51,49.87,0
EMP-023,Marketing,96,2,2024,79.91,1,2,4,9.17,2.51,1,55.34,74.76,69.99,0
EMP-043,Operations,70,2,2025,86.98,3,1,4,9.31,6.29,2,67.74,71.05,74.15,0
EMP-049,HR,57,11,2023,73.77,3,1,4,7.0,14.38,3,84.84,71.78,66.18,0
EMP-015,Operations,47,8,2023,93.22,2,1,6,8.15,0,0,87.44,73.86,71.09,0
EMP-044,Operations,86,3,2023,92.92,3,3,4,6.57,3.6,2,65.29,68.69,60.74,0
EMP-029,Marketing,27,9,2024,94.93,5,4,0,8.38,0.33,1,101.16,75.48,69.73,0
EMP-007,Engineering,112,12,2026,79.4,5,5,3,7.9,11.79,3,82.12,77.44,58.12,0
EMP-011,HR,34,12,2024,81.3,2,1,3,8.72,4.74,2,80.59,69.77,74.18,0
EMP-036,HR,87,3,2026,92.88,3,2,2,7.04,11.73,0,58.42,72.87,63.4,0
EMP-036,HR,70,10,2024,86.31,4,3,4,6.72,2.31,0,57.47,73.74,57.0,0
EMP-024,Engineering,54,4,2026,86.87,2,1,3,8.98,12.79,2,58.63,74.66,67.59,0
EMP-034,QA,49,7,2025,75.16,4,3,4,6.76,12.59,3,74.98,72.72,51.76,0
EMP-027,Marketing,82,10,2025,77.11,5,4,4,7.53,14.96,3,70.35,70.06,54.89,0
EMP-023,Marketing,90,8,2023,81.03,0,0,2,9.38,0,1,62.8,72.57,74.84,0
EMP-009,Marketing,84,8,2026,77.62,0,0,2,6.96,5.47,0,81.03,71.97,78.5,0
EMP-004,Finance,70,6,2024,86.39,0,2,7,7.39,10.44,3,74.01,73.58,67.88,0
EMP-019,QA,68,4,2026,82.69,2,1,2,7.32,14.16,1,77.85,70.84,69.02,0
EMP-024,Engineering,35,9,2024,87.36,0,2,3,9.21,4.52,0,65.47,78.26,78.15,0
EMP-030,QA,61,8,2023,96.74,0,0,7,9.14,12.95,3,51.5,74.89,75.71,0
EMP-050,Sales,91,10,2023,93.82,2,1,1,7.25,14.78,1,69.57,67.19,73.65,0
EMP-032,Engineering,72,1,2025,75.39,4,5,2,6.8,10.57,2,89.02,75.69,58.28,0
EMP-032,Engineering,84,1,2026,83.87,4,5,1,7.28,11.4,3,81.75,80.01,57.85,0
EMP-004,Finance,99,11,2026,87.28,5,0,4,6.78,9.65,1,60.98,78.36,60.48,0
EMP-049,HR,87,5,2026,80.03,8,3,1,9.01,14.66,0,74.79,74.89,60.27,0
EMP-014,Sales,31,11,2024,76.26,7,3,1,8.47,12.67,3,77.31,65.71,57.2,0
EMP-050,Sales,92,11,2023,92.14,0,1,2,7.6,1.57,1,61.16,71.98,70.15,0
EMP-012,Finance,102,2,2025,66.02,10,3,2,6.79,13.98,3,79.85,80.3,48.94,0
EMP-013,Finance,90,5,2026,82.96,2,1,3,7.93,12.09,0,55.79,72.68,66.79,0
EMP-021,HR,53,4,2024,81.42,7,3,5,6.96,13.05,3,100.91,73.0,60.41,0
EMP-038,Finance,94,6,2026,87.23,3,2,7,9.18,0.88,1,89.06,75.09,68.67,0
EMP-015,Operations,78,3,2026,95.47,4,0,6,8.2,4.61,3,93.93,67.96,69.53,0
EMP-020,Finance,25,9,2024,96.79,0,0,3,8.8,13.22,0,76.06,80.77,84.35,0
EMP-027,Marketing,66,6,2024,74.95,10,2,3,9.49,10.7,2,64.11,72.49,60.44,0
EMP-037,QA,86,6,2023,81.74,9,3,6,7.72,3.62,2,75.7,75.66,52.62,0
EMP-014,Sales,40,8,2025,95.79,4,2,2,8.34,12.32,1,80.81,68.25,72.26,0
EMP-042,Sales,99,4,2024,67.03,4,2,3,7.81,10.88,3,94.59,64.43,60.64,0
EMP-038,Finance,53,1,2023,91.03,3,2,3,8.35,6.22,0,93.23,79.37,79.7,0
EMP-018,HR,22,4,2023,88.35,4,2,6,6.75,1.15,3,66.98,69.54,56.07,0
EMP-009,Marketing,44,4,2023,71.43,5,4,2,7.27,13.42,3,74.21,70.87,58.87,0
EMP-002,HR,43,1,2023,83.19,7,6,2,8.11,4.35,2,57.34,75.0,51.45,0
EMP-008,Marketing,59,2,2027,90.94,2,1,3,7.67,11.31,2,58.68,67.01,67.0,0
EMP-039,Sales,21,1,2023,93.11,4,0,3,8.46,8.49,1,85.43,70.84,76.33,0
EMP-021,HR,41,4,2023,80.48,7,2,3,8.19,7.84,0,90.47,76.93,67.97,0
EMP-037,QA,124,8,2026,71.63,4,5,6,7.38,9.63,2,72.69,77.19,52.74,0
EMP-008,Marketing,16,7,2023,85.56,2,0,6,7.38,4.19,3,55.74,69.96,63.78,0
EMP-004,Finance,100,12,2026,96.27,2,3,3,6.99,5.69,2,73.11,76.31,62.57,0
EMP-039,Sales,68,12,2026,83.12,8,1,3,7.3,5.83,0,86.7,65.8,65.05,0
EMP-035,Finance,23,9,2024,97.92,1,0,2,8.08,13.14,1,63.57,74.56,75.72,0
EMP-036,HR,55,7,2023,80.51,3,3,2,6.83,4.68,1,58.19,73.95,58.54,0
EMP-043,Operations,53,9,2023,88.96,1,0,4,7.3,0.32,2,59.0,68.73,62.22,0
EMP-034,QA,60,6,2026,74.2,7,2,2,9.33,0,0,82.31,76.21,64.36,0
EMP-008,Marketing,33,12,2024,79.78,1,1,5,7.31,8.22,3,53.74,69.14,59.53,0
EMP-018,HR,33,3,2024,81.99,2,1,4,6.79,2.63,3,63.25,76.66,57.5,0
EMP-010,HR,54,8,2025,97.9,2,1,8,8.18,10.94,2,59.42,69.31,67.85,0
EMP-027,Marketing,94,10,2026,84.21,10,2,1,7.79,14.63,2,65.65,71.27,53.64,0
EMP-002,HR,60,6,2024,67.73,10,5,5,7.47,3.04,1,60.63,75.27,40.87,0
EMP-007,Engineering,97,9,2025,72.68,10,6,0,8.68,13.16,3,83.78,73.02,45.74,0
EMP-031,Engineering,124,2,2027,93.38,5,1,1,8.65,12.35,2,85.48,77.65,76.3,0
EMP-028,Engineering,117,10,2025,75.27,0,0,4,8.27,4.82,3,93.14,76.78,75.34,0
EMP-044,Operations,122,3,2026,71.12,9,0,6,6.81,3.77,3,73.92,66.99,53.1,0
EMP-008,Marketing,17,8,2023,91.67,1,0,8,8.62,6.5,0,53.41,68.03,71.01,0
EMP-039,Sales,32,12,2023,78.27,2,2,3,7.51,13.94,2,83.99,71.42,66.59,0
EMP-029,Marketing,50,8,2026,86.27,8,2,7,8.72,2.21,0,97.94,71.85,64.93,0
EMP-027,Marketing,69,9,2024,83.71,4,6,1,8.9,7.25,0,63.74,75.62,58.29,0
EMP-030,QA,78,1,2025,94.43,2,1,5,6.87,4.04,0,54.87,72.98,64.42,0
EMP-024,Engineering,17,3,2023,71.41,4,1,6,7.52,0.06,2,62.54,74.81,54.7,0
EMP-020,Finance,31,3,2025,95.68,3,0,6,7.28,4.67,3,87.25,72.86,70.48,0
EMP-039,Sales,25,5,2023,78.85,7,2,2,7.75,7.4,1,96.28,64.28,68.38,0
EMP-030,QA,101,12,2026,95.11,1,1,2,6.71,0.33,2,57.59,79.94,65.72,0
EMP-016,Engineering,78,9,2024,89.97,2,3,1,7.63,6.99,2,69.2,79.59,65.95,0
EMP-026,HR,54,2,2023,85.66,1,1,3,7.01,1.16,0,79.52,69.02,71.57,0
EMP-015,Operations,56,5,2024,95.68,2,0,4,7.73,13.14,2,95.76,69.26,84.62,0
EMP-040,Finance,103,10,2024,92.59,0,1,3,7.52,14.59,3,78.05,72.35,72.76,0
EMP-010,HR,64,6,2026,93.77,0,0,7,8.59,7.21,0,60.78,77.35,78.47,0
EMP-014,Sales,34,2,2025,82.31,3,1,4,9.05,3.65,2,80.64,72.02,72.4,0
EMP-033,Engineering,87,2,2025,82.39,2,0,0,6.93,2.77,2,69.93,75.75,65.43,0
EMP-018,HR,37,7,2024,80.73,2,1,5,7.81,11.08,1,73.02,73.49,66.05,0
EMP-003,Marketing,103,12,2024,89.76,2,2,4,6.6,13.85,1,72.16,67.22,64.82,0
EMP-016,Engineering,83,2,2025,84.17,2,1,2,6.96,11.52,3,77.25,82.6,69.57,0
EMP-042,Sales,123,4,2026,69.62,10,4,6,9.48,0,2,86.66,64.71,43.97,0
EMP-034,QA,21,3,2023,81.43,6,4,4,7.84,1.88,1,81.63,70.68,57.53,0
EMP-039,Sales,55,11,2025,93.83,8,1,2,7.61,11.7,1,93.13,66.56,70.86,0
EMP-017,Engineering,94,1,2025,80.65,3,6,3,8.18,10.01,2,93.49,81.45,68.26,0
EMP-039,Sales,37,5,2024,80.69,8,4,2,8.79,0.24,0,94.9,65.27,57.01,0
EMP-016,Engineering,101,8,2026,81.96,1,2,8,8.09,7.06,1,74.6,80.15,63.81,0
EMP-016,Engineering,70,1,2024,81.7,2,3,5,8.73,3.66,3,73.51,80.21,60.54,0
EMP-046,Finance,39,1,2023,88.18,1,1,4,7.44,13.61,2,88.21,71.14,75.03,0
EMP-002,HR,55,1,2024,83.86,7,2,1,7.95,0,0,50.33,78.76,58.4,0
EMP-019,QA,76,12,2026,79.96,4,3,4,7.53,2.56,0,81.62,73.19,62.6,0
EMP-033,Engineering,108,11,2026,76.04,2,2,2,9.25,5.53,2,64.38,80.89,70.44,0
EMP-047,HR,28,6,2023,84.84,5,4,7,7.96,11.1,0,76.09,73.85,57.49,0
EMP-028,Engineering,121,2,2026,87.94,1,1,0,7.86,0,3,83.12,73.78,71.93,0
EMP-006,Marketing,47,8,2026,81.23,2,3,6,9.29,13.86,2,94.94,75.15,70.15,0
EMP-005,Finance,87,12,2025,96.22,0,1,5,6.53,14.93,3,70.92,72.32,71.2,0
EMP-021,HR,54,5,2024,91.59,5,1,2,6.57,14.1,1,93.2,74.86,73.26,0
EMP-043,Operations,46,2,2023,77.62,0,1,0,7.85,8.9,3,72.25,73.07,71.19,0
EMP-033,Engineering,70,9,2023,82.54,0,2,1,8.99,12.46,1,73.27,81.76,79.41,0
EMP-026,HR,100,12,2026,90.55,2,1,4,8.21,12.68,1,87.76,77.27,78.05,0
EMP-017,Engineering,99,6,2025,73.88,9,5,7,7.76,14.03,3,90.67,76.69,52.32,0
EMP-022,Sales,33,2,2024,76.76,7,3,0,8.16,7.4,1,84.42,66.64,59.5,0
EMP-031,Engineering,111,1,2026,85.29,4,0,2,8.53,11.69,1,98.29,76.18,76.33,0
EMP-009,Marketing,88,12,2026,92.9,4,4,1,8.46,10.17,3,75.54,75.4,65.99,0
EMP-025,Engineering,18,1,2023,92.27,1,0,1,6.89,9.49,3,67.64,73.28,69.7,0
EMP-048,Sales,85,3,2024,91.51,4,1,2,8.18,3.38,3,82.39,64.31,64.18,0
EMP-036,HR,52,4,2023,93.34,5,3,4,7.13,14.1,3,59.57,73.79,56.33,0
EMP-049,HR,79,9,2025,88.65,0,0,0,8.9,8.97,2,70.48,70.64,79.83,0
EMP-015,Operations,88,1,2027,95.12,2,0,2,8.92,0.41,0,85.42,70.77,82.16,0
EMP-034,QA,59,5,2026,88.86,1,4,2,6.63,3.27,3,74.52,72.95,59.66,0
EMP-008,Marketing,46,1,2026,85.43,2,0,1,7.75,3.74,0,49.57,68.68,72.04,0
EMP-049,HR,60,2,2024,87.37,2,3,3,8.52,0,0,73.61,74.92,65.67,0
EMP-008,Marketing,23,2,2024,75.74,0,2,2,6.95,14.6,0,52.33,70.74,61.13,0
EMP-018,HR,39,9,2024,82.91,1,1,1,9.06,3.04,0,75.09,75.04,74.33,0
EMP-025,Engineering,48,7,2025,94.82,1,0,7,8.23,0.9,0,66.06,78.78,71.69,0
EMP-011,HR,21,11,2023,82.51,4,1,3,9.41,1.65,3,90.28,69.28,67.57,0
EMP-046,Finance,47,9,2023,83.71,2,3,1,6.53,1.58,0,86.04,75.41,63.15,0
EMP-032,Engineering,50,3,2023,81.59,8,6,5,8.5,13.32,3,92.39,77.45,57.46,0
EMP-012,Finance,95,7,2024,69.41,9,3,6,8.7,0,2,74.87,78.75,54.38,0
EMP-032,Engineering,90,7,2026,84.46,10,4,7,8.94,1.04,1,82.08,78.19,50.92,0
EMP-044,Operations,132,1,2027,74.84,7,3,3,7.73,10.98,2,61.43,70.78,53.25,0
EMP-029,Marketing,15,9,2023,81.28,7,4,2,8.76,13.14,3,101.02,75.49,65.47,0
EMP-045,Marketing,52,2,2027,97.56,1,0,0,9.44,0,3,56.28,67.02,69.58,0
EMP-038,Finance,69,5,2024,83.06,0,2,2,7.13,14.0,3,96.78,72.83,77.61,0
EMP-006,Marketing,48,9,2026,91.31,3,2,2,7.08,3.63,3,91.38,75.46,67.95,0
EMP-011,HR,53,7,2026,86.81,1,2,8,8.85,9.88,1,92.88,73.95,77.79,0
EMP-041,Marketing,36,5,2024,84.99,4,0,3,8.78,2.44,2,59.92,70.53,62.91,0
EMP-004,Finance,96,8,2026,79.46,2,3,6,8.95,9.68,0,73.69,78.07,64.95,0
EMP-043,Operations,58,2,2024,76.81,3,1,2,7.85,7.47,3,68.45,72.99,68.92,0
EMP-050,Sales,111,6,2025,98.51,1,0,2,6.86,2.6,0,67.35,68.35,77.93,0
EMP-020,Finance,6,2,2023,92.24,2,1,1,7.79,5.44,1,87.04,73.21,77.82,0
EMP-033,Engineering,66,5,2023,89.6,0,0,4,7.25,8.02,0,68.04,75.7,79.45,0
EMP-042,Sales,114,7,2025,78.61,8,4,3,7.41,6.62,3,79.23,63.44,46.9,0
EMP-006,Marketing,52,1,2027,84.39,5,1,4,9.37,0,2,90.45,76.59,67.48,0
EMP-012,Finance,101,1,2025,69.29,7,6,4,6.97,0,1,84.62,78.53,43.4,0
EMP-012,Finance,77,1,2023,78.68,7,4,1,7.38,12.85,2,87.03,74.75,58.11,0
EMP-006,Marketing,35,8,2025,83.94,2,2,2,6.6,1.97,2,96.75,70.96,66.14,0
EMP-004,Finance,93,5,2026,71.91,6,3,0,7.2,9.06,1,59.32,71.78,54.38,0
EMP-018,HR,66,12,2026,82.98,3,0,2,8.9,3.15,2,66.44,72.54,73.4,0
EMP-015,Operations,40,1,2023,97.22,1,0,4,8.74,10.59,3,93.2,68.45,84.56,0
EMP-043,Operations,76,8,2025,77.17,3,1,2,8.15,9.55,2,59.06,73.91,69.54,0
EMP-034,QA,41,11,2024,94.14,7,4,2,7.15,0.69,3,85.83,71.43,52.46,0
EMP-002,HR,68,2,2025,81.05,8,2,1,8.78,7.68,2,51.42,70.29,52.03,0
EMP-016,Engineering,58,1,2023,85.83,1,1,3,7.39,14.14,2,67.57,77.41,66.93,0
